pmid,title,abstract,year,disease_group
39261873,Tobacco and COPD: presenting the World Health Organization (WHO) Tobacco Knowledge Summary.,"The WHO recently published a Tobacco Knowledge Summary (TKS) synthesizing current evidence on tobacco and COPD, aiming to raise awareness among a broad audience of health care professionals. Furthermore, it can be used as an advocacy tool in the fight for tobacco control and prevention of tobacco-related disease. This article builds on the evidence presented in the TKS, with a greater level of detail intended for a lung-specialist audience. Pulmonologists have a vital role to play in advocating for the health of their patients and the wider population by sharing five key messages: (1) Smoking is the leading cause of COPD in high-income countries, contributing to approximately 70% of cases. Quitting tobacco is an essential step toward better lung health. (2) People with COPD face a significantly higher risk of developing lung cancer. Smoking cessation is a powerful measure to reduce cancer risk. (3) Cardiovascular disease, lung cancer and type-2 diabetes are common comorbidities in people with COPD. Quitting smoking not only improves COPD management, but also reduces the risk of developing these coexisting conditions. (4) Tobacco smoke also significantly impacts children's lung growth and development, increasing the risk of respiratory infections, asthma and up to ten other conditions, and COPD later in life. Governments should implement effective tobacco control measures to protect vulnerable populations. (5) The tobacco industry's aggressive strategies in the marketing of nicotine delivery systems and all tobacco products specifically target children, adolescents, and young adults. Protecting our youth from these harmful tactics is a top priority.",2024,respiratory
35002516,Regulation of lung epithelial cell senescence in smoking-induced COPD/emphysema by microR-125a-5p via Sp1 mediation of SIRT1/HIF-1a.,"Chronic obstructive pulmonary disease (COPD) affects the health of more than 300 million people worldwide; at present, there is no effective drug to treat COPD. Smoking is the most important risk factor, but the molecular mechanism by which smoking causes the disease is unclear. The senescence of lung epithelial cells is related to development of COPD. Regulation of miRNAs is the main epigenetic mechanism related to aging. β-Galactose staining showed that the lung tissues of smokers have a higher degree of cellular senescence, and the expression of miR-125a-5p is high. This effect is obvious for smokers with COPD/emphysema, and there is a negative correlation between miR-125a-5p levels and values for forced expiratory volume in one second (FEV1)/forced vital capacity (FVC). After Balb/c mice were chronically exposed to various concentrations of cigarette smoke (CS), plethysmography showed that lung function was impaired, lung tissue senescence was increased, and the senescence-associated secretory phenotype (SASP) in bronchoalveolar lavage fluid was increased. For mouse lung epithelial (MLE)-12 cells treated with cigarette smoke extract (CSE), Sp1 and SIRT1 levels were low, HIF-1α acetylation levels were high, and cell senescence and secretion of SASP factors were elevated. Down-regulation of miR-125a-5p or up-regulation of Sp1 reversed these effects. In addition, compared with mice exposed to CS, knockdown of miR-125a-5p reduced lung epithelial cell senescence and COPD/emphysema. Therefore, in smoking-induced COPD, elevated miR-125a-5p participates in the senescence of lung epithelial cells through Sp1/SIRT1/HIF-1α. These findings provide evidence related to the pathogenesis of COPD/emphysema caused by chronic smoking.",2022,respiratory
39345043,"Air pollution, dysbiosis and diseases: pneumonia, asthma, COPD, lung cancer and irritable bowel syndrome.","With substantial effects on human health, air pollution has become a major global concern. Air pollution has been linked to numerous gastrointestinal and respiratory diseases with increasing mortalities. The gut and respiratory dysbiosis brought about by air pollution has recently received much attention. This review attempts to provide an overview of the types of air pollutants, their sources, their impact on the respiratory and gut dysbiotic patterns and their correlation with five major diseases including pneumonia, asthma, COPD, lung cancer and irritable bowel syndrome. Deeper insights into the links between pollutants, dysbiosis and disease may pave the way for novel diagnostic biomarkers for prognosis and early detection of these diseases, as well as ways to ease the disease burden.",2024,respiratory
36539833,Single-cell transcriptomics highlights immunological dysregulations of monocytes in the pathobiology of COPD.,"Chronic obstructive pulmonary disease (COPD) is a common respiratory disease, whose pathogenetic complexity was strongly associated with aging/smoking and poorly understood. Here we performed single-cell RNA sequencing (scRNA-seq) analysis of 66,610 cells from COPD and age-stratified control lung tissues of donors with different smoking histories to prioritize cell types most perturbed in COPD lungs in aging/smoking dependent or independent manner. By performing an array of advanced bioinformatic analyses, such as gene set enrichment analysis, trajectory analysis, cell-cell interactions analysis, regulatory potential analysis, weighted correlation network analysis, functional interaction analysis, and gene set variation analysis, we integrated cell-type-level alterations into a system-level malfunction and provided a more clarified COPD pathological model containing specific mechanisms by which aging and smoking facilitate COPD development. Finally, we integrated the publicly available scRNA-seq data of 9 individuals, resulting in a total of 110,931 cells, and replicated the analyses to enhance the credibility of our findings. Our study pointed to enrichment of COPD molecular alteration in monocytes, which further induced a previously unrecognized pro-inflammatory effect on alveolar epithelial cells. In addition, aged monocytes and club cells facilitated COPD development via maintaining an autoimmune airway niche. Unexpectedly, macrophages, whose defect to resolve inflammation was long-recognized in COPD pathogenesis, primarily induced an imbalance of sphingolipids rheostat in a smoking-dependent way. These findings were validated in a meta-analysis including other public single-cell transcriptomic data. In sum, our study provided a clarified view of COPD pathogenesis and demonstrated the potential of targeting monocytes in COPD diagnosis and treatment.",2022,respiratory
37708400,IL-33 Expression Is Lower in Current Smokers at both Transcriptomic and Protein Levels.,"<b>Rationale:</b> IL-33 is a proinflammatory cytokine thought to play a role in the pathogenesis of asthma and chronic obstructive pulmonary disease (COPD). A recent clinical trial using an anti-IL-33 antibody showed a reduction in exacerbation and improved lung function in ex-smokers but not current smokers with COPD. <b>Objectives:</b> This study aimed to understand the effects of smoking status on IL-33. <b>Methods:</b> We investigated the association of smoking status with the level of gene expression of <i>IL-33</i> in the airways in eight independent transcriptomic studies of lung airways. Additionally, we performed Western blot analysis and immunohistochemistry for IL-33 in lung tissue to assess protein levels. <b>Measurements and Main Results:</b> Across the bulk RNA-sequencing datasets, <i>IL-33</i> gene expression and its signaling pathway were significantly lower in current versus former or never-smokers and increased upon smoking cessation (<i>P</i> < 0.05). Single-cell sequencing showed that <i>IL-33</i> is predominantly expressed in resting basal epithelial cells and decreases during the differentiation process triggered by smoke exposure. We also found a higher transitioning of this cellular subpopulation into a more differentiated cell type during chronic smoking, potentially driving the reduction of <i>IL-33</i>. Protein analysis demonstrated lower IL-33 levels in lung tissue from current versus former smokers with COPD and a lower proportion of IL-33-positive basal cells in current versus ex-smoking controls. <b>Conclusions:</b> We provide strong evidence that cigarette smoke leads to an overall reduction in IL-33 expression in transcriptomic and protein level, and this may be due to the decrease in resting basal cells. Together, these findings may explain the clinical observation that a recent antibody-based anti-IL-33 treatment is more effective in former than current smokers with COPD.",2023,respiratory
33325455,"Chronic obstructive pulmonary disease - diagnosis and management of stable disease; a personalized approach to care, using the treatable traits concept based on clinical phenotypes. Position paper of the Czech Pneumological and Phthisiological Society.","This position paper has been drafted by experts from the Czech national board of diseases with bronchial obstruction, of the Czech Pneumological and Phthisiological Society. The statements and recommendations are based on both the results of randomized controlled trials and data from cross-sectional and prospective real-life studies to ensure they are as close as possible to the context of daily clinical practice and the current health care system of the Czech Republic. Chronic Obstructive Pulmonary Disease (COPD) is a preventable and treatable heterogeneous syndrome with a number of pulmonary and extrapulmonary clinical features and concomitant chronic diseases. The disease is associated with significant mortality, morbidity and reduced quality of life. The main characteristics include persistent respiratory symptoms and only partially reversible airflow obstruction developing due to an abnormal inflammatory response of the lungs to noxious particles and gases. Oxidative stress, protease-antiprotease imbalance and increased numbers of pro-inflammatory cells (mainly neutrophils) are the main drivers of primarily non-infectious inflammation in COPD. Besides smoking, household air pollution, occupational exposure, low birth weight, frequent respiratory infections during childhood and also genetic factors are important risk factors of COPD development. Progressive airflow limitation and airway remodelling leads to air trapping, static and dynamic hyperinflation, gas exchange abnormalities and decreased exercise capacity. Various features of the disease are expressed unequally in individual patients, resulting in various types of disease presentation, emerging as the ""clinical phenotypes"" (for specific clinical characteristics) and ""treatable traits"" (for treatable characteristics) concept. The estimated prevalence of COPD in Czechia is around 6.7% with 3,200-3,500 deaths reported annually. The elementary requirements for diagnosis of COPD are spirometric confirmation of post-bronchodilator airflow obstruction (post-BD FEV<sub>1</sub>/VCmax <70%) and respiratory symptoms assessement (dyspnoea, exercise limitation, cough and/or sputum production. In order to establish definite COPD diagnosis, a five-step evaluation should be performed, including: 1/ inhalation risk assessment, 2/ symptoms evaluation, 3/ lung function tests, 4/ laboratory tests and 5/ imaging. At the same time, all alternative diagnoses should be excluded. For disease classification, this position paper uses both GOLD stages (1 to 4), GOLD groups (A to D) and evaluation of clinical phenotype(s). Prognosis assessment should be done in each patient. For this purpose, we recommend the use of the BODE or the CADOT index. Six elementary clinical phenotypes are recognized, including chronic bronchitis, frequent exacerbator, emphysematous, asthma/COPD overlap (ACO), bronchiectases with COPD overlap (BCO) and pulmonary cachexia. In our concept, all of these clinical phenotypes are also considered independent treatable traits. For each treatable trait, specific pharmacological and non-pharmacological therapies are defined in this document. The coincidence of two or more clinical phenotypes (i.e., treatable traits) may occur in a single individual, giving the opportunity of fully individualized, phenotype-specific treatment. Treatment of COPD should reflect the complexity and heterogeneity of the disease and be tailored to individual patients. Major goals of COPD treatment are symptom reduction and decreased exacerbation risk. Treatment strategy is divided into five strata: risk elimination, basic treatment, phenotype-specific treatment, treatment of respiratory failure and palliative care, and treatment of comorbidities. Risk elimination includes interventions against tobacco smoking and environmental/occupational exposures. Basic treatment is based on bronchodilator therapy, pulmonary rehabilitation, vaccination, care for appropriate nutrition, inhalation training, education and psychosocial support. Adequate phenotype-specific treatment varies phenotype by phenotype, including more than ten different pharmacological and non-pharmacological strategies. If more than one clinical phenotype is present, treatment strategy should follow the expression of each phenotypic label separately. In such patients, multicomponental therapeutic regimens are needed, resulting in fully individualized care. In the future, stronger measures against smoking, improvements in occupational and environmental health, early diagnosis strategies, as well as biomarker identification for patients responsive to specific treatments are warranted. New classes of treatment (inhaled PDE3/4 inhibitors, single molecule dual bronchodilators, anti-inflammatory drugs, gene editing molecules or new bronchoscopic procedures) are expected to enter the clinical practice in a very few years.",2020,respiratory
32800186,Chronic Obstructive Pulmonary Disease Pathogenesis.,"Chronic obstructive pulmonary disease (COPD) has been traditionally considered a self-inflicted disease caused by tobacco smoking. Current available evidence, however, indicates that the pathogenesis of COPD needs to consider the dynamic and cumulative nature of a series of environment (including smoking plus other exposures)-host interactions that eventually determine lung development, maintenance, repair, and aging. By doing so, these factors modulate the trajectory of lung function of the individual through life and the odds of developing COPD through different routes, which likely represent different forms of the disease that require different preventive and therapeutic strategies.",2020,respiratory
39542274,A comprehensive review of ferroptosis in environmental pollutants-induced chronic obstructive pulmonary disease.,"Chronic obstructive pulmonary disease (COPD) is a common chronic lung disease that impacts hundreds of millions of individuals worldwide. It is principally characterized by irreversible and progressive airflow limitation. Environmental pollutants, including cigarette smoke, air pollution, occupational pollutants, remain predominant risk factors for COPD and play remarkable roles in COPD progression. Despite the availability of treatments to alleviate symptoms of COPD, it continues to exert a serious health and socioeconomic burden. Ferroptosis, a unique form of iron-dependent cell death distinguished by lipid peroxidation, is implicated in various diseases. Recent studies, utilizing COPD patients samples, animal models, and Gene Expression Omnibus (GEO) database, have revealed that ferroptosis is involved in pathogenesis of COPD. Inhibiting ferroptosis signaling pathways halts the progression of COPD. This review consolidates current insights into the mechanisms of ferroptosis in environmental pollutants-induced COPD, which might offer a novel therapeutic strategy for COPD.",2024,respiratory
32800198,Prevention of Chronic Obstructive Pulmonary Disease.,"Governments could help prevent chronic obstructive pulmonary disease (COPD) by reducing smoking rates; for example, through tobacco sale restriction, increasing tobacco prices, reducing nicotine content, and banning smoking in public areas and workplaces. Smoking cessation in general, and in particular among patients with COPD, could be achieved through specific programs, including behavior modification and the use of nicotine replacement therapy, bupropion, or varenicline. Prevention and/or slowed COPD progression could be achieved by occupational exposure prevention; improved indoor/outdoor air quality; reduced cooking and heating pollutants; use of better stoves and chimneys, and alternative energy sources; and influenza and pneumococcal vaccination.",2020,respiratory
29628376,Childhood predictors of lung function trajectories and future COPD risk: a prospective cohort study from the first to the sixth decade of life.,"Lifetime lung function is related to quality of life and longevity. Over the lifespan, individuals follow different lung function trajectories. Identification of these trajectories, their determinants, and outcomes is important, but no study has done this beyond the fourth decade. We used six waves of the Tasmanian Longitudinal Health Study (TAHS) to model lung function trajectories measured at 7, 13, 18, 45, 50, and 53 years. We analysed pre-bronchodilator FEV<sub>1</sub> z-scores at the six timepoints using group-based trajectory modelling to identify distinct subgroups of individuals whose measurements followed a similar pattern over time. We related the trajectories identified to childhood factors and risk of chronic obstructive pulmonary disease (COPD) using logistic regression, and estimated population-attributable fractions of COPD. Of the 8583 participants in the original cohort, 2438 had at least two waves of lung function data at age 7 years and 53 years and comprised the study population. We identified six trajectories: early below average, accelerated decline (97 [4%] participants); persistently low (136 [6%] participants); early low, accelerated growth, normal decline (196 [8%] participants); persistently high (293 [12%] participants); below average (772 [32%] participants); and average (944 [39%] participants). The three trajectories early below average, accelerated decline; persistently low; and below average had increased risk of COPD at age 53 years compared with the average group (early below average, accelerated decline: odds ratio 35·0, 95% CI 19·5-64·0; persistently low: 9·5, 4·5-20·6; and below average: 3·7, 1·9-6·9). Early-life predictors of the three trajectories included childhood asthma, bronchitis, pneumonia, allergic rhinitis, eczema, parental asthma, and maternal smoking. Personal smoking and active adult asthma increased the impact of maternal smoking and childhood asthma, respectively, on the early below average, accelerated decline trajectory. We identified six potential FEV<sub>1</sub> trajectories, two of which were novel. Three trajectories contributed 75% of COPD burden and were associated with modifiable early-life exposures whose impact was aggravated by adult factors. We postulate that reducing maternal smoking, encouraging immunisation, and avoiding personal smoking, especially in those with smoking parents or low childhood lung function, might minimise COPD risk. Clinicians and patients with asthma should be made aware of the potential long-term implications of non-optimal asthma control for lung function trajectory throughout life, and the role and benefit of optimal asthma control on improving lung function should be investigated in future intervention trials. National Health and Medical Research Council of Australia; European Union's Horizon 2020; The University of Melbourne; Clifford Craig Medical Research Trust of Tasmania; The Victorian, Queensland & Tasmanian Asthma Foundations; The Royal Hobart Hospital; Helen MacPherson Smith Trust; and GlaxoSmithKline.",2018,respiratory
39748260,"Global, regional, and national burden of chronic obstructive pulmonary disease and its attributable risk factors from 1990 to 2021: an analysis for the Global Burden of Disease Study 2021.","Chronic obstructive pulmonary disease (COPD) continues to be a significant issue, leading to premature death or reduced quality of life. It's important to assess the current burden of COPD and its risk factors on a geographical basis to guide health policy. Data on the prevalence, deaths, and disability-adjusted life years (DALYs) related to COPD, and risk-attributable burden were obtained from the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2021 database. The relationship between COPD DALYs and the sociodemographic index (SDI) was estimated using Smoothing Splines models. Between 1990 and 2021, the changes were -1.46% (95% uncertainty interval [UI] -3.36% to 0.39%) in age-standardized prevalence, -37.12% (-43.37% to -27.68%) in mortality, and -36.98% (-42.37% to -28.54%) in DALYs rate. In 2021, a total of 213.39 million prevalent cases of COPD were estimated. The age-standardized prevalence of COPD increased with age and was more common in males. The age-standardized COPD DALYs had a reversed U-shaped relationship with SDI at the regional level, with the highest burden at an SDI of about 0.45. At the global level, smoking had the highest influence on COPD DALYs, accounting for 34.8%, followed by ambient particulate matter pollution (22.2%), household air pollution from solid fuels (19.5%), and occupational particulate matter, gases, and fumes (15.8%). The overall burden of COPD has been increasing despite improvements in some rates since 1990. It's crucial to focus on interventions such as smoking cessation and addressing environmental and occupational exposures.",2025,respiratory
26585876,[Comorbidities of COPD].,"COPD is a slowly progressive chronic respiratory disease causing an irreversible decrease in air flow. The main cause is smoking, which provokes inflammatory phenomena in the respiratory tract. COPD is a serious public health issue, causing high morbidity, mortality and disability. Related comorbidities are linked to ageing, common risk factors and genetic predispositions. A combination of comorbidities increases healthcare costs. For instance, patients with more than two comorbidities represent a quarter of all COPD sufferers but account for half the related health costs. Our review describes different comorbidities and their impact on the COPD prognosis. The comorbidities include: cardiovascular diseases, osteoporosis, denutrition, obesity, ageing, anemia, sleeping disorders, diabetes, metabolic syndrome, anxiety-depression and lung cancer. The prognosis worsens with one or more comorbidities. Clinicians are faced with the challenge of finding practical and appropriate ways of treating these comorbidities, and there is increasing interest in developing a global, multidisciplinary approach to management. Managing this chronic disease should be based on a holistic, patient-centred approach and smoking cessation remains the key factor in the care of COPD patients.",2015,respiratory
35197163,Chronic obstructive pulmonary disease in sub-Saharan Africa.,"<b>BACKGROUND:</b> Chronic obstructive pulmonary disease (COPD) is the third leading cause of death worldwide and an important cause of death in sub-Saharan Africa (SSA). We conducted a systematic review and meta-analysis on the prevalence of and risk factors for COPD in SSA.<b>METHODS:</b> We conducted a protocol-driven systematic literature search in MEDLINE, EMBASE, CINAHL and Global Health, supplemented by a manual search of the abstracts from thoracic conference proceedings from 2017 to 2020. We did a meta-analysis of COPD prevalence and its association with current smoking.<b>RESULTS:</b> We identified 831 titles, of which 27 were eligible for inclusion in the review and meta-analysis. The population prevalence of COPD ranged from 1.7% to 24.8% (pooled prevalence: 8%, 95% CI 6-11). An increased prevalence of COPD was associated with increasing age, smoking and biomass smoke exposure. The pooled odds ratio for the effect of current smoking (vs. never smoked) on COPD was 2.20 (95% CI 1.62-2.99).<b>CONCLUSION:</b> COPD causes morbidity and mortality in adults in SSA. Smoking is an important risk factor for COPD in SSA, and this exposure needs to be reduced through the combined efforts of clinicians, researchers and policymakers to address this debilitating and preventable lung disease.",2022,respiratory
