pmid,title,abstract,year,disease_group
30522633,Reprint of: Prevention and Control of Hypertension: JACC Health Promotion Series.,"Hypertension, the leading risk factor for cardiovascular disease, originates from combined genetic, environmental, and social determinants. Environmental factors include overweight/obesity, unhealthy diet, excessive dietary sodium, inadequate dietary potassium, insufficient physical activity, and consumption of alcohol. Prevention and control of hypertension can be achieved through targeted and/or population-based strategies. For control of hypertension, the targeted strategy involves interventions to increase awareness, treatment, and control in individuals. Corresponding population-based strategies involve interventions designed to achieve a small reduction in blood pressure (BP) in the entire population. Having a usual source of care, optimizing adherence, and minimizing therapeutic inertia are associated with higher rates of BP control. The Chronic Care Model, a collaborative partnership among the patient, provider, and health system, incorporates a multilevel approach for control of hypertension. Optimizing the prevention, recognition, and care of hypertension requires a paradigm shift to team-based care and the use of strategies known to control BP.",2018,cardiovascular
29098616,Hypertension and Exercise Training: Evidence from Clinical Studies.,"Hypertension is a worldwide prevalent disease, mostly manifested as its primary ethiology, characterized by a chronic, multifactorial, asymptomatic, and usually incurable state. It is estimated that more than one billion of the world population is hypertensive. Also, hypertension is the main cause of the two most frequent causes of death worldwide: myocardial infarction and stroke. Due to the necessity of the cardiovascular system to manage chronically increased levels of blood pressure, hypertension causes severe alterations in multiple organs, as the heart, vessels, kidneys, eyes and brain, thus increasing the risk of health complications. The heart is the main target organ and suffers several adaptations to compensate the increased blood pressure levels; nevertheless, long-term adaptations without proper control are extremely harmful to cardiovascular health. On the other hand, hypertension is a modifiable risk factor and its adequate control is highly dependent on lifestyle. Pharmacological treatment is of great success when adherence is high. Several classes of antihypertensive drugs are prescribed and can effectively maintain blood pressure within acceptable levels. However, non-pharmacological methods, as diet and exercise training, can not only optimize the treatment but also prevent or postpone hypertension development as well as its complications, acting as important complements to the ideal control of elevated blood pressure, and bringing together benefits beyond blood pressure decrease, as a general health status improvement and increased quality of life. There is consistent evidence that regular exercise training promotes several benefits when properly prescribed and practised, acting as ""medicine"" for dozens of chronic diseases. The effects of exercise training in blood pressure levels and in its mechanisms of control are of clinical relevance and efficacy. This chapter will describe the classical and recent results on the beneficial effects of different modalities of exercise training in the cardiovascular system of human primary hypertension, focusing on the mechanisms influenced by exercise training which help to decrease blood pressure and improve the cardiovascular system.",2017,cardiovascular
38804635,Association Between Lifestyle Behaviors and Obesity Among Stroke Survivors.,"The aim was to investigate factors influencing obesity among stroke survivors based on demographics and lifestyle behaviors. Stroke survivors are more likely to experience stroke recurrence within a few years. As obesity is a traditional risk factor for stroke, obesity should be managed in stroke survivors to prevent stroke recurrence. A cross-sectional secondary data analysis analyzed data from the 2017 United States Behavioral Risk Factor Surveillance System (BRFSS) survey. Demographics, frequency of vegetable and fruit intake, smoking, alcohol use, physical activity, and sleep were examined. Among 1032 stroke survivors, 57.8% were obese. Advanced age, female sex, veteran status, at least once-daily fruit intake, current smoking, and lack of physical activity were associated with obesity. Stroke survivors should be encouraged to pursue healthy behaviors to manage obesity. Appropriate transitional care, including diet education and tailored exercise, can be an effective strategy.",2024,cardiovascular
37907844,Metabolic disorders and risk of cardiovascular diseases: a two-sample mendelian randomization study.,"Metabolic disorders are increasing worldwide and are characterized by various risk factors such as abdominal obesity, insulin resistance, impaired glucose metabolism, and dyslipidemia. Observational studies suggested a bidirectional association between cardiovascular diseases and metabolic disorders and its components. However, the causal associations between them remained unclear. This study aims to investigate the causal relationship between metabolic disorders and cardiovascular disease through Mendelian randomization (MR) analysis. A two-sample MR analysis based on publicly available genome-wide association studies were used to infer the causality. The single-nucleotide polymorphisms with potential pleiotropy were excluded by MR-PRESSO. The effect estimates were constructed using the random-effects inverse-variance-weighted method as the primary estimate. Furthermore, MR-Egger and weighted median were also performed to detect heterogeneity and pleiotropy. Genetically predicted metabolic disorders increased the risk for coronary heart disease (OR = 1.77, 95% CI: 1.55-2.03, p < 0.001), myocardial infarction (OR = 1.75, 95% CI: 1.52-2.03, p < 0.001), heart failure (OR = 1.26, 95% CI: 1.14-1.39, p < 0.001), hypertension (OR = 1.01, 95% CI: 1.00-1.02, p = 0.002), and stroke (OR = 1.19, 95% CI: 1.08-1.32, p < 0.001). The concordance of the results of various complementary sensitivity MR methods reinforces the causal relationship further. This study provides evidence of a causal relationship between metabolic disorders and increased risk of coronary heart disease, myocardial infarction, heart failure, hypertension, and stroke. Special attention should be paid to improving metabolic disorders to reduce the development of cardiovascular diseases.",2023,cardiovascular
32600339,Cardiovascular and diabetes burden attributable to physical inactivity in Mexico.,"Physical inactivity (PI) is associated with the development of non-communicable chronic diseases. The purposes of this study were to estimate the extent to which the 31% relative increase in PI among 35-64 years old Mexicans between 2006 and 2012 influenced diabetes (T2D) and cardiovascular disease (CVD) incidence and mortality, and to estimate the impact of the World Health Organization recommended 10% and 15% relative decrease in PI on CVD and T2D incidence and mortality by 2025 and 2030, respectively. Estimates were derived using the Cardiovascular Disease Policy Model-Mexico, a computer simulation, Markov model. Model inputs included cross-national data on PI levels from 2006 and 2012 measured using the International Physical Activity Questionnaire and the published literature review on the independent relationship between PI and cardiometabolic risk. The models estimated that the 31% increase in PI resulted in an increase in the number of cases of T2D (27,100), coronary heart disease (10,300), stroke (2200), myocardial infarction (1500), stroke deaths (400) and coronary heart disease deaths (350). A hypothetical 10% lowering of PI by 2025 compared to status quo is projected to prevent 8400 cases of T2D, 4200 cases of CHD, 1000 cases of stroke, 700 cases of MI, and 200 deaths of CHD and stroke, respectively. A 15% reduction resulted in larger decreases. While the burden of T2D and CVD raised from 2006 to 2012 in association with increased PI, achieving the WHO targets by 2030 could help reverse these trends.",2020,cardiovascular
27112972,Cardiovascular risk in climacteric women: focus on diet.,"A literature search was made using PubMed. The proportion of postmenopausal women has been continually increasing because of enhanced life expectancy. However, accompanying this trend, there is an observed increase in mortality due to cardiovascular disease (CVD). All over the world, obesity rates are increasing and this fact is associated with expanded rates of hypertension, dyslipidemia, and diabetes. Many of these well-known risk factors for CVD can be modified by lifestyle changes. For this reason, nutritional strategies to prevent CVD in this population should be a primary objective for health-care providers. Any attempt at lifestyle modification should include behavioral changes and the implementation of healthy diets and physical activity. The Mediterranean diet is comparable with other interventions such as aspirin, statins, physical activity, and even antihypertensives in terms of reducing the risk of CVD morbidity, mortality and events. The aim of this review is to analyze the effect of dietary advice on postmenopausal women's health.",2016,cardiovascular
33951930,How to Address Physical Activity Participation After Stroke in Research and Clinical Practice.,,2021,cardiovascular
35303845,Association between total and leisure time physical activity and risk of myocardial infarction and stroke - a Swedish cohort study.,"Physical inactivity is a known risk factor for cardiovascular disease, but it is unclear if total and leisure time activity have different impact on the risk of myocardial infarction and stroke. In this cohort, we aimed to investigate the associations between both total and leisure time physical activity in detail, and the risks of myocardial infarction and stroke, both overall and for men and women separately. We assessed the association between total and leisure time physical activity on the risk of myocardial infarction and stroke in a cohort of 31,580 men and women through record linkages from 1997-2016. We used Cox proportional hazards regression models to estimate hazard ratios (HR) with 95% confidence intervals (CI) based on detailed self-reported physical activity. In the adjusted analyses, we included age, sex, body mass index, level of education, cigarette smoking, alcohol consumption, diabetes, lipid disturbance and hypertension as potential confounders. We identified 1,621 incident cases of myocardial infarction and 1,879 of stroke. Among men, there was an inverse association between leisure time activity and myocardial infarction in the third tertile compared to the first (HR: 0.78; 95% CI: 0.62-0.98; p for trend = 0.03). We also found an inverse association between leisure time activity and stroke in the third tertile compared to the first (HR: 0.78; 95% CI: 0.61-0.99; p for trend = 0.04), while the corresponding HR for stroke among women was 0.91; 95% CI: 0.74-1.13. We found no significant association between total physical activity and MI (HR: 1.12; 95% CI: 0.93-1.34) or stroke (HR: 1.14 95% CI: 0.94-1.39) comparing the highest to the lowest tertile in men. Women in the highest tertile of total physical activity had a 22% lower risk of myocardial infarction compared to the lowest tertile (HR: 0.78; 95% CI: 0.63-0.97; p for trend = 0.02) and an 8% (95% CI: 0.87-0.98) reduced risk of myocardial infarction with each 1 METh/day increase of leisure time physical activity. Total physical activity was inversely associated with the risk of myocardial infarction in women, while leisure time physical activity was inversely associated with the risk of myocardial infarction and stroke in men.",2022,cardiovascular
31025109,Recommendations for exercise and screening for safe athletic participation in hypertensive youth.,"Physical activity is an important component of ideal cardiovascular health. Current guidelines recommend that youth with hypertension participate in competitive sports once hypertensive target organ effects and risks have been assessed and that children with hypertension receive treatment to lower BP below stage 2 thresholds (e.g., < 140/90 mmHg or < 95th percentile + 12 mmHg) before participating in competitive sports. Despite these recommendations, pediatricians and pediatric subspecialists continue to struggle with how best to counsel their patients regarding appropriate forms of physical activity, the impact of exercise on blood pressure, and how best to screen for cardiovascular conditions that place youth at risk for sudden cardiac death. This review provides a summary of our current knowledge regarding the safety and utility of exercise in the management of high blood pressure in youth. We review determinants of blood pressure during exercise, the impact of blood pressure on cardiovascular health and structure, mechanisms for assessing cardiometabolic fitness (e.g., exercise stress test), contraindications to athletic participation, and how best to plan for athletic participation among hypertensive youth. Greater knowledge in these areas may offer clarity to providers faced with the challenge of prescribing exercise recommendations for hypertensive youth.",2020,cardiovascular
29065479,"Psoriasis and Cardiovascular Comorbidities: Focusing on Severe Vascular Events, Cardiovascular Risk Factors and Implications for Treatment.","Psoriasis is a common and chronic inflammatory disease of the skin. It may impair the physical and psychosocial function of patients and lead to decreased quality of life. Traditionally, psoriasis has been regarded as a disease affecting only the skin and joints. More recently, studies have shown that psoriasis is a systemic inflammatory disorder which can be associated with various comorbidities. In particular, psoriasis is associated with an increased risk of developing severe vascular events such as myocardial infarction and stroke. In addition, the prevalence rates of cardiovascular risk factors are increased, including hypertension, diabetes mellitus, dyslipidemia, obesity, and metabolic syndrome. Consequently, mortality rates have been found to be increased and life expectancy decreased in patients with psoriasis, as compared to the general population. Various studies have also shown that systemic treatments for psoriasis, including methotrexate and tumor necrosis factor-α inhibitors, may significantly decrease cardiovascular risk. Mechanistically, the presence of common inflammatory pathways, secretion of adipokines, insulin resistance, angiogenesis, oxidative stress, microparticles, and hypercoagulability may explain the association between psoriasis and cardiometabolic disorders. In this article, we review the evidence regarding the association between psoriasis and cardiovascular comorbidities, focusing on severe vascular events, cardiovascular risk factors and implications for treatment.",2017,cardiovascular
36258193,Association between exercise and risk of cardiovascular diseases in patients with non-cystic fibrosis bronchiectasis.,"Although cardiovascular comorbidities negatively impact survival in patients with bronchiectasis, there is limited evidence to recommend exercise in this population. We aimed to evaluate whether exercise habit changes are related to reduced cardiovascular disease risk and explore an optimal exercise amount. This study identified 165,842 patients with newly diagnosed bronchiectasis during 2010-2016 who underwent two health examinations and were followed up until December 2020. The exposure was the change in weekly habits of moderate- or vigorous-intensity physical activity between the two examinations, classified into non-exercisers and exercisers (further classified into new exercisers, exercise dropouts, and exercise maintainers). The amount of exercise was measured using metabolic equivalents of task (MET). The outcome was the incidence of myocardial infarction (MI) or stroke. During a mean of 6.2 ± 2.1 follow-up years, 4,233 (2.6%) and 3,745 (2.3%) of patients with bronchiectasis had MI or stroke, respectively. Compared to non-exercisers, exercisers had a significantly lower risk of MI or stroke by 9-28% (p < 0.001 for both). Among exercisers, exercise maintainers showed the lowest risk of MI (adjusted hazard ratio [aHR], 0.72; 95% confidence interval [CI], 0.64-0.81) and stroke (aHR, 0.72; 95% CI, 0.64-0.82) compared to non-exercisers. Regarding exercise amount, a significant risk reduction was observed only in patients with bronchiectasis who exercised for ≥ 500 MET-min/wk. Exercise was associated with a reduced risk of cardiovascular diseases in patients with bronchiectasis. In particular, the risk was lowest in exercise maintainers, and cardiovascular risk reduction was significant when exercising more than 500 MET-min/wk.",2022,cardiovascular
32124663,The evolution of the heart-healthy diet for vascular health: A walk through time.,"The rate of cardiovascular disease (CVD) mortality reduction in the United States has plateaued recently, despite the development of novel preventive pharmacotherapies, increased access to care, and healthcare spending. This is largely due to American's poor dietary patterns and practices causing increasing trends in the prevalence of obesity and type 2 diabetes mellitus. For decades, dietary guidelines on 'healthy diets' to reduce CVD risk, grounded in epidemiological research, have been nationally distributed to Americans. In this review, we highlight landmark events in modern nutrition science and how these have framed past and current understandings of diet and health. We also follow the evolution of dietary recommendations for Americans throughout the years, with an emphasis on recommendations aimed to reduce risk for CVD and mortality. Secondly, we examine how the low-fat ideology came to dominate America in the last decades of the 20th century and subsequently contributed to an excess intake of refined carbohydrates which, in the context of an increasingly sedentary lifestyle, may have fueled the obesity epidemic. We then examine the current major evidence-based dietary patterns and specific dietary approaches to reduce CVD risk, reviewing the literature surrounding nutritional components of the heart-healthy diet and discussing the dietary patterns proven most effective for CVD prevention: the Dietary Approaches to Stop Hypertension (DASH) diet, the Mediterranean diet, and the healthy vegetarian diet. Finally, we discuss emerging dietary trends, considerations for nutrition counseling, and future directions within the important field of nutrition, with the ultimate goal of improving vascular health.",2020,cardiovascular
37299463,An Overview of Diet and Physical Activity for Healthy Weight in Adolescents and Young Adults with Type 1 Diabetes: Lessons Learned from the ACT1ON Consortium.,"The prevalence of overweight and obesity in young people with type 1 diabetes (T1D) now parallels that of the general population. Excess adiposity increases the risk of cardiovascular disease, which is already elevated up to 10-fold in T1D, underscoring a compelling need to address weight management as part of routine T1D care. Sustainable weight management requires both diet and physical activity (PA). Diet and PA approaches must be optimized towards the underlying metabolic and behavioral challenges unique to T1D to support glycemic control throughout the day. Diet strategies for people with T1D need to take into consideration glycemic management, metabolic status, clinical goals, personal preferences, and sociocultural considerations. A major barrier to weight management in this high-risk population is the challenge of integrating regular PA with day-to-day management of T1D. Specifically, exercise poses a substantial challenge due to the increased risk of hypoglycemia and/or hyperglycemia. Indeed, about two-thirds of individuals with T1D do not engage in the recommended amount of PA. Hypoglycemia presents a serious health risk, yet prevention and treatment often necessitates the consumption of additional calories, which may prohibit weight loss over time. Exercising safely is a concern and challenge with weight management and maintaining cardiometabolic health for individuals living with T1D and many healthcare professionals. Thus, a tremendous opportunity exists to improve exercise participation and cardiometabolic outcomes in this population. This article will review dietary strategies, the role of combined PA and diet for weight management, current resources for PA and glucose management, barriers to PA adherence in adults with T1D, as well as findings and lessons learned from the Advancing Care for Type 1 Diabetes and Obesity Network (ACT1ON).",2023,cardiovascular
32762925,Gestational Weight Gain: Achieving a Healthier Weight Between Pregnancies.,"Rates of obesity continue to be a cause of morbidity and mortality, requiring intervention. Excessive gestational weight gain is related to postpartum weight retention and subsequent development of obesity, which translates into higher risk of adverse maternal and neonatal outcomes in future pregnancies and long-term excess cardiovascular disease and cancer for the mothers. Limiting gestational weight gain to within recommended limits prevents postpartum weight retention. This article provides an overview of methods and practices aimed at helping women achieve a healthy weight between pregnancies by improving gestational weight gain. These interventions include lifestyle behavioral changes, diet and exercise, and motivational interviewing.",2020,cardiovascular
27121507,Neurotrophic and Neuroprotective Effects of Muscle Contraction.,"Physical activity has been shown to be associated with reduced risk of coronary heart disease but the same effect seems to be produced in neurological diseases. In this review, we focused on the interplay between physical activity and some neurological conditions (Stroke, dementia, epilepsy, headache, Parkinson' s disease, amyotrophic lateral sclerosis, multiple sclerosis, insomnia, depression and anxiety) with the aim of describing the potential role of physical activity in the prevention of such diseases and the physiological mechanisms involved in these processes. Despite a growing body of evidence which reveals that physical activity is able to reduce the frequency of neurological diseases, directly or indirectly by enhancing cardiovascular conditions, further studies are necessary to better characterize which type of exercise is useful for each condition. Physical activity could represent an additional approach to fight against such diseases.",2016,cardiovascular
34251088,Metabolically healthy obesity and cardiovascular events: A nationwide cohort study.,"To evaluate the associations between metabolically healthy obesity (MHO) and different types of incident cardiovascular events in a contemporary population. All patients discharged from French hospitals in 2013 with at least 5 years of follow-up and without a history of major adverse cardiovascular event (MACE; myocardial infarction, heart failure [HF], ischaemic stroke or cardiovascular death [MACE-HF]) or underweight/malnutrition were identified. They were categorized by phenotypes defined by obesity and three metabolic abnormalities (diabetes, hypertension and hyperlipidaemia). Hazard ratios (HRs) for cardiovascular events during follow-up were adjusted on age, sex and smoking status at baseline. In total, 2 873 039 individuals were included in the analysis, among whom 272 838 (9.5%) had obesity. During a mean follow-up of 4.9 years, when pooling men and women, individuals with MHO had a higher risk of MACE-HF (multivariate-adjusted HR 1.22, 95% confidence interval [CI]: 1.19-1.24), new-onset HF (HR 1.34, 95% CI 1.31-1.37) and atrial fibrillation (AF; HR 1.33, 95% CI 1.30-1.37) compared with individuals with no obesity and zero metabolic abnormalities. By contrast, risks were not higher for myocardial infarction (HR 0.92, 95% CI 0.87-0.98), ischaemic stroke (HR 0.93, 95% CI 0.88-0.98) and cardiovascular death (HR 0.99, 95% CI 0.93-1.04). MHO in men was associated with a higher risk of clinical events compared with metabolically healthy men of normal weight (HR 1.12-1.80), while women with MHO had a lower risk for most events than metabolically healthy women of normal weight (HR 0.49-0.99). In a large and contemporary analysis of patients seen in French hospitals, individuals with MHO did not have a higher risk of myocardial infarction, ischaemic stroke or cardiovascular death than metabolically healthy individuals with no obesity. By contrast, they had a higher risk of new-onset HF and new-onset AF. However, notable differences were observed in men and women in the sex-stratified analysis.",2021,cardiovascular
38430149,Research Progress in the Relationship Between Trimethylamine Oxide and Coronary Heart Disease.,"To provide a theoretical basis for intestinal intervention in the treatment of coronary heart disease. Summarizing the mechanism of trimethylamine oxide (TMAO) inducing coronary heart disease and discussing the target of clinical intervention including TMAO generation, metabolism, and other links. The authors also clarified the potential clinical value of TMAO as a predictor of cardiovascular disease．. The intestinal microbiota metabolite TMAO is closely related to the occurrence and development of coronary heart disease. TMAO can induce the development of coronary heart disease by promoting endothelial cell dysfunction, promoting foam cell formation, affecting cholesterol and bile acid metabolism, and promoting platelet activation and thrombosis. Diet, physical exercise, and other ways can reshape intestinal flora, inhibit TMAO generation, and help to prevent and cure coronary heart disease. In addition, TMAO has important clinical value in predicting risk stratification and evaluating the prognosis of coronary heart disease. TMAO can induce and assist in the development of coronary heart disease by promoting endothelial cell dysfunction, foam cell formation, and other mechanisms. At present, diet and physical exercise can reduce the production of TMAO to a certain extent, to prevent the occurrence and development of coronary heart disease. Furthermore, TMAO is a promising predictive marker for risk stratification and evaluating the prognosis of coronary heart disease.TMAO can not only directly induce coronary heart disease by promoting endothelial cell dysfunction, foam cell formation and other mechanisms, but also promote the occurrence and development of coronary heart disease by affecting the risk factors related to coronary heart disease (such as hypertension and diabetes). It has been confirmed that diet and physical exercise can reduce the production of TMAO to a certain extent and prevent the occurrence and development of coronary heart disease. In addition, TMAO is a valuable indicator for assessing risk stratification and prognosis of coronary heart disease.",2024,cardiovascular
37489789,An Evidence Base for Heart Disease Prevention using a Mediterranean Diet Comprised Primarily of Vegetarian Food.,"Dietary patterns, nutrition, physical activity, air pollution, tobacco smoke, ethnicity and genetics affect heart disease. Vegetarian food diets are one of the important factors in its prevention and control. People living in the five blue zones, mostly consuming the Mediterranean diet (MedDiet), have the highest longevity in the world and the least incidence of heart disease. There are several forms of heart pathology, e.g., the most common coronary heart disease, myocardial infarction, congestive heart failure, heart valve disease and abnormal heart rhythms. Heart disease is the leading cause of death in the world and varies by race, where indigenous and people of color have a higher risk for its complications than the white population. The morbidity of cardiovascular pathology in the Afro-American community persists high and is a primary source of disparities in life expectancy between Afro-Americans and whites in the United States. Adherence to healthy diets higher in vegetable foods and lower in animal foods is correlated with a lower risk of cardiovascular disease, morbidity and mortality in the general population. A detailed literature review was performed of the Medline, EMBASE, and Ebsco databases to synthesize and compare evidence on this topic to produce a review of the importance of a Mediterranean diet in the prevention of heart disease. Consumption of a MedDiet consisting of fruits and vegetables (including berries due to their high fibre and antioxidant content), nuts, whole grains, leafy greens, beans like chickpeas, eggplants, Greek yogurt and extra virgin olive oil are associated with longer life and lower incidence of heart disease. The latter diet is superior to consuming large quantities of meat and refined carbohydrates, such as sucrose, high fructose corn syrup and grains that have had the fibrous and nutritious parts removed.",2023,cardiovascular
32390492,Physical Activity and Incident Heart Failure in High-Risk Subgroups: The ARIC Study.,"Background Greater physical activity (PA) is associated with lower heart failure (HF) risk. However, it is unclear whether this inverse association exists across all subgroups at high risk for HF, particularly among those with preexisting atherosclerotic cardiovascular disease. Methods and Results We followed 13 810 ARIC (Atherosclerosis Risk in Communities) study participants (mean age 55 years, 54% women, 26% black) without HF at baseline (visit 1; 1987-1989). PA was assessed using a modified Baecke questionnaire and categorized according to American Heart Association guidelines: recommended, intermediate, or poor. We constructed Cox models to estimate associations between PA categories and incident HF within each high-risk subgroup at baseline, with tests for interaction. We performed additional analyses modeling incident coronary heart disease as a time-varying covariate. Over a median of 26 years of follow-up, there were 2994 HF events. Compared with poor PA, recommended PA was associated with lower HF risk among participants with hypertension, obesity, diabetes mellitus, and metabolic syndrome (all <i>P</i><0.01), but not among those with prevalent atherosclerotic cardiovascular disease (coronary heart disease, stroke, or peripheral arterial disease) (hazard ratio, 0.91; 95% CI, 0.74-1.13 [<i>P</i> interaction=0.02]). Recommended PA was associated with lower risk of incident coronary heart disease (hazard ratio, 0.79; 95% CI, 0.72-0.86), but not with lower HF risk in those with interim coronary heart disease events (hazard ratio, 0.90; 95% CI, 0.78-1.04 [<i>P</i> interaction=0.04]). Conclusions PA was associated with decreased HF risk in patients with hypertension, obesity, diabetes mellitus, and metabolic syndrome. Despite a myriad of benefits in patients with atherosclerotic cardiovascular disease, PA may have weaker associations with HF prevention after ischemic disease is established.",2020,cardiovascular
35409811,"Atherogenic Risk, Anthropometry, Diet and Physical Activity in a Sample of Spanish Commercial Airline Pilots.","Cardiovascular accidents are the most disabling event for pilots, causing complicated situations during flight and the withdrawal of license. The study aims to assess the modifiable risk factors and the atherogenic index of plasma (AIP) associated with anthropometric, physiometabolic and lifestyle profiles in a sample of Spanish aviation pilots. Data from pilots' clinical and professional history, anthropometric and bioelectrical impedance assessments of nutritional status, and diet and physical activity questionnaires. The sample comprised 304 men pilots. Up to 53.6% showed excess weight, of which 6.4% were obese, 64.3% presented high relative adiposity and 64.6% showed abdominal obesity. Regarding the physiometabolic profile, 10.0% had hypertension, 42.6% hypercholesterolemia, 9.4% high LDL and 10.6% low HDL, 9.4% hyperglycemia and 8.1% hypertriglyceridemia. The adherence to the Mediterranean diet (MedDiet) was high in 29.7% and low in 14.7%. Most of the sample showed a good physical activity level. The AIP risk increased with higher obesity indicators and LDL cholesterol levels. There was an inverse relationship between the MedDiet adherence and vigorous physical activity and the risk of atherogenicity. Elevated rates of overweight, abdominal obesity and hypercholesterolemia were found, contributing to the atherogenic risk of plasma (AIP). This parameter was significantly associated with all anthropometric indicators and LDL cholesterol. Prevention plans on reducing excess fat and blood cholesterol levels are recommended to reduce cardiovascular risk in Spanish aviation pilots and ensure flight safety.",2022,cardiovascular
32590246,"The relationship between cardiorespiratory fitness, cardiovascular risk factors and atherosclerosis.","Cardiorespiratory fitness (CRF) refers to the ability of the cardiopulmonary system to supply oxygen to skeletal muscles during exercise. Regular physical activity optimizes these systems by physiologic means that not only decrease cardiovascular risk factors but also independently affect mortality. Importantly, CRF is an integrative measure of the effects of its upstream risk factors including physical activity and genetics. In this review, we summarize the main methods that are frequently used to estimate CRF. We cite findings from the major studies on CRF, which demonstrate a beneficial effect on prevalent cardiovascular risk factor burden, subclinical atherosclerosis, and incident adverse outcomes including death, myocardial infarction, stroke, and cancer. We conclude by suggesting the incorporation of CRF into clinical decision-making given the prognostic information it provides.",2020,cardiovascular
40681986,Lifestyle modifications and control of cardiovascular risk factors in older adults with hypertension: from NHANES 1999-2018.,"Self-management of hypertension is particularly emphasized for older patients. Specifically, it is critical that initiatives regarding lifestyle modifications be applied to reduce the cardiovascular burden of hypertension among the elderly population. We included participants aged 65 years or older with hypertension from the National Health and Nutrition Examination Survey (NHANES) years 1999-2018 to analyze the adherence to lifestyle recommendations and the control of cardiovascular risk factors. Recommended lifestyle behaviors and targets for cardiovascular risk factor controls were defined according to the clinical guidelines for the management of hypertension. Logistic regression analyses were utilized to identify factors associated with nonadherence. Of 10,162 participants (mean age, 74.45 years) included, 4350 (42.81%) had controlled blood pressure. Adherence to healthy lifestyle behaviors varied among respondents. Smoking cessation (88.82%) and alcohol reduction (74.11%) were relatively high, whereas adherence to physical activity (14.57%), low salt diet (36.81%), and fiber intake (12.87%) were significantly lower. A significant proportion of respondents achieved target levels for LDL-C (76.00%) and HbA1c (72.49%), whereas fewer participants met BMI (25.02%) and waist circumference (31.26%) goals for cardiovascular risk factor control. After multivariable adjustment, male gender (OR: 1.53 [1.09-2.17]), non-Hispanic black race (OR: 1.85 [1.06-3.24]), metabolic syndrome status (no vs. yes, OR: 0.67 [0.47-0.94]), and chronic kidney disease status (no vs. yes, OR: 0.63 [0.41-0.97]) were associated with increased odds of unhealthy lifestyle, whereas male gender (OR: 1.37 [1.04-1.80]), high socioeconomic status (OR: 1.61 [1.05-2.49]), metabolic syndrome status (no vs. yes, OR: 0.03 [0.02-0.04]), and diabetes mellitus status (no vs. yes, OR: 0.68 [0.49-0.96]) were associated with increased odds of uncontrolled cardiovascular risk. Adherence to physical activity and healthy diet, and control of central obesity are suboptimal among older patients with hypertension. The etiology of nonadherence is multifactorial and includes causes associated with sociodemographic status, and comorbidities.",2025,cardiovascular
32342447,An Overview of the Beneficial Effects of Exercise on Health and Performance.,"Life expectancy is steadily increasing in modern societies, and so are noncommunicable diseases such as cardiovascular diseases, diabetes, obesity, and cancer, accounting for more than 70% of all deaths globally. The costs associated with these diseases are enormous, but it has been estimated that the majority of these noncommunicable diseases are preventable. In addition to an unhealthy diet, tobacco use, and harmful use of alcohol, physical inactivity is a key risk factor. Consequently, physical activity is a logical remedy, and in this chapter an overview of the numerous beneficial effects of physical activity on health and performance is given.The chapter is divided into three parts: First, the basics of physical activity and exercise are discussed, for instance exercise classification, exercise intensity operationalization, energy supply, and the acute effects of exercise such as blood flow redistribution and increased cardiac output. In the second part, the effects of exercise on physical performance are summarized. Specifically, it is discussed how endurance, strength, power, and balance can be improved. This discussion includes recommendations regarding the type, intensity, and duration of the exercise leading to improvements in one of these aspects of physical performance, as well as the mechanisms causing these adaptations. In the third part, the beneficial effects of physical activity on physical and mental health are outlined, with particular attention to cardiovascular diseases, the metabolic syndrome, musculoskeletal diseases, mood, anxiety, depression, and dementia.It can be concluded that with adequate programming, regular physical activity is an effective way to improve physical performance, improve physical and mental health, and reduce the risk factors for many noncommunicable diseases such as cardiovascular diseases, metabolic syndrome, sarcopenia, osteoporosis, and depression. In contrast to medication, physical exercise has no negative side effects, costs very little, and targets many health issues at once. If the multitude of beneficial effects of regular exercise were to be combined in a single low-cost drug, it would be prescribed for almost all types of physical and mental health issues.",2020,cardiovascular
34578831,"Association of Diet, Physical Activity Guidelines and Cardiometabolic Risk Markers in Children.","The aim was to identify different dietary and physical activity (PA) patterns in 5- to 14-year-old children with a high prevalence of overweight and obesity using cluster analysis based on their adherence to the Spanish Society of Community Nutrition dietary guidelines and levels of PA, and to determine their associations with age, sex, body composition, and cardiometabolic risk markers. In 549 children, hierarchical cluster analysis was used to identify subgroups with similar adherence to dietary recommendations and level of PA. Three clusters were identified: Cluster 1, with the lowest level of vigorous PA and adherence to dietary recommendations; Cluster 2, with the lowest levels of moderate and vigorous PA and the highest adherence to dietary recommendations; and Cluster 3, with the highest level of PA, especially vigorous PA and a medium level adherence to dietary recommendations. Cluster 3 had lower total body fat and higher lean body mass percentages than Cluster 2. Cluster 2 had lower high-density lipoprotein cholesterol and higher low-density lipoprotein cholesterol levels than Cluster 1. The results from our study suggest that it is important to consider adherence to PA recommendations together with adherence to dietary guidelines to understand patterns of obesogenic habits in pediatric populations with high prevalence of overweight and obesity.",2021,cardiovascular
